satz_id;variante_H2O;wiederholung;zeit_messung;tage_seit_aussaat;bodensaugspannung_0020_hPa;bodensaugspannung_2040_hPa;bodensaugspannung_4060_hPa;pf_0020;pf_2040;pf_4060;T0020_nFK;T2040_nFK;T4060_nFK
2;Wfull;a;2020-07-30;4;51.78;47.54;49.99;1.71;1.68;1.7;103.58;105.12;104.21
2;Wfull;a;2020-07-31;5;45.01;50.39;55.21;1.65;1.7;1.74;106.11;104.07;102.42
2;Wfull;a;2020-08-01;6;55.8;52.45;56.08;1.75;1.72;1.75;102.22;103.34;102.13
2;Wfull;a;2020-08-02;7;28.18;45.71;56.21;1.45;1.66;1.75;114.59;105.83;102.09
2;Wfull;a;2020-08-03;8;41.02;36.64;52.4;1.61;1.56;1.72;107.79;109.84;103.36
2;Wfull;a;2020-08-04;9;50.29;42.3;50.62;1.7;1.63;1.7;104.1;107.24;103.99
2;Wfull;a;2020-08-05;10;57.29;45.27;50.66;1.76;1.66;1.7;101.75;106.01;103.97
2;Wfull;a;2020-08-06;11;60.96;48.54;51.49;1.79;1.69;1.71;100.62;104.75;103.68
2;Wfull;a;2020-08-07;12;63.7;48.74;51.93;1.8;1.69;1.72;99.83;104.67;103.52
2;Wfull;a;2020-08-08;13;51.28;50.61;53.19;1.71;1.7;1.73;103.75;103.99;103.09
2;Wfull;a;2020-08-09;14;58.95;51.36;55.62;1.77;1.71;1.75;101.23;103.72;102.28
2;Wfull;a;2020-08-10;15;72.92;54.06;55.56;1.86;1.73;1.74;97.38;102.8;102.3
2;Wfull;a;2020-08-11;16;90.32;59.74;57.6;1.96;1.78;1.76;93.51;100.99;101.65
2;Wfull;a;2020-08-12;17;85.18;64.43;59.35;1.93;1.81;1.77;94.57;99.62;101.11
2;Wfull;a;2020-08-13;18;79.28;68.35;61.15;1.9;1.83;1.79;95.87;98.55;100.57
2;Wfull;a;2020-08-14;19;77.74;69.14;62.37;1.89;1.84;1.79;96.22;98.34;100.21
2;Wfull;a;2020-08-15;20;98.52;70.04;62.77;1.99;1.85;1.8;91.94;98.11;100.09
2;Wfull;a;2020-08-16;21;144.99;76.45;65.48;2.16;1.88;1.82;84.94;96.53;99.33
2;Wfull;a;2020-08-17;22;218.69;87.71;67.24;2.34;1.94;1.83;77.51;94.04;98.85
2;Wfull;a;2020-08-18;23;314.76;99.27;68.7;2.5;2;1.84;70.92;91.8;98.46
2;Wfull;a;2020-08-19;24;407.28;112.24;73.04;2.61;2.05;1.86;66.25;89.58;97.35
2;Wfull;a;2020-08-20;25;474.39;123.06;75.57;2.68;2.09;1.88;63.49;87.91;96.74
2;Wfull;a;2020-08-21;26;579.29;140.18;77.65;2.76;2.15;1.89;59.88;85.55;96.24
2;Wfull;a;2020-08-22;27;703.93;167.58;82.18;2.85;2.22;1.91;56.35;82.32;95.22
2;Wfull;a;2020-08-23;28;781.4;198.74;87.52;2.89;2.3;1.94;54.46;79.24;94.08
2;Wfull;a;2020-08-24;29;833.91;237.38;93.3;2.92;2.38;1.97;53.29;76.02;92.92
2;Wfull;a;2020-08-25;30;843.73;240.69;98.07;2.93;2.38;1.99;53.07;75.77;92.02
2;Wfull;a;2020-08-26;31;809.38;274.33;104.65;2.91;2.44;2.02;53.83;73.41;90.84
2;Wfull;a;2020-08-27;32;781.9;306.1;110.81;2.89;2.49;2.04;54.45;71.42;89.81
2;Wfull;a;2020-08-28;33;757.46;332.72;115.24;2.88;2.52;2.06;55.03;69.91;89.1
2;Wfull;a;2020-08-29;34;773.69;377.22;122.72;2.89;2.58;2.09;54.64;67.64;87.96
2;Wfull;a;2020-08-30;35;624.97;367.98;127.28;2.8;2.57;2.1;58.51;68.09;87.3
2;Wfull;a;2020-08-31;36;277.8;333.78;132.18;2.44;2.52;2.12;73.18;69.86;86.62
2;Wfull;a;2020-09-01;37;27;75.11;127.91;1.43;1.88;2.11;115.36;96.85;87.21
2;Wfull;a;2020-09-02;38;46.96;54.82;112.44;1.67;1.74;2.05;105.34;102.54;89.54
2;Wfull;a;2020-09-03;39;65.91;67.7;100.43;1.82;1.83;2;99.21;98.73;91.59
2;Wfull;a;2020-09-04;40;98.47;83.54;96.35;1.99;1.92;1.98;91.95;94.92;92.34
2;Wfull;a;2020-09-05;41;173.92;114.35;99.26;2.24;2.06;2;81.65;89.24;91.8
2;Wfull;a;2020-09-06;42;317.28;152.3;107.01;2.5;2.18;2.03;70.77;84.05;90.44
2;Wfull;a;2020-09-07;43;485.39;181.53;115.75;2.69;2.26;2.06;63.08;80.88;89.02
2;Wfull;a;2020-09-08;44;699.1;237.6;126.72;2.84;2.38;2.1;56.48;76.01;87.38
2;Wfull;a;2020-09-09;45;410.41;289.86;138.89;2.61;2.46;2.14;66.12;72.41;85.72
2;Wfull;a;2020-09-10;46;160.23;318.29;143.31;2.2;2.5;2.16;83.14;70.72;85.16
2;Wred;b;2020-07-30;4;55.55;64.13;60.98;1.74;1.81;1.79;102.3;99.71;100.62
2;Wred;b;2020-07-31;5;47.72;63.55;64.69;1.68;1.8;1.81;105.05;99.87;99.55
2;Wred;b;2020-08-01;6;59.41;63.21;65.11;1.77;1.8;1.81;101.09;99.97;99.43
2;Wred;b;2020-08-02;7;29.28;56.94;64.1;1.47;1.76;1.81;113.89;101.86;99.71
2;Wred;b;2020-08-03;8;44.44;48.91;61.89;1.65;1.69;1.79;106.34;104.61;100.35
2;Wred;b;2020-08-04;9;55.04;52.73;58.06;1.74;1.72;1.76;102.47;103.25;101.51
2;Wred;b;2020-08-05;10;62.41;56.44;56.81;1.8;1.75;1.75;100.2;102.02;101.9
2;Wred;b;2020-08-06;11;65.94;59.56;56.35;1.82;1.77;1.75;99.2;101.04;102.05
2;Wred;b;2020-08-07;12;69.14;61.16;55.92;1.84;1.79;1.75;98.34;100.56;102.18
2;Wred;b;2020-08-08;13;55.15;62.09;55.92;1.74;1.79;1.75;102.44;100.29;102.18
2;Wred;b;2020-08-09;14;62.28;62.18;56.77;1.79;1.79;1.75;100.24;100.26;101.91
2;Wred;b;2020-08-10;15;78.25;64.03;56.94;1.89;1.81;1.76;96.1;99.73;101.86
2;Wred;b;2020-08-11;16;97.93;67.96;58.17;1.99;1.83;1.76;92.05;98.66;101.47
2;Wred;b;2020-08-12;17;90.82;72.53;60.26;1.96;1.86;1.78;93.41;97.48;100.83
2;Wred;b;2020-08-13;18;83.39;74.68;62.76;1.92;1.87;1.8;94.95;96.95;100.1
2;Wred;b;2020-08-14;19;82.98;75.09;64.57;1.92;1.88;1.81;95.04;96.85;99.58
2;Wred;b;2020-08-15;20;107.48;76.8;64.88;2.03;1.89;1.81;90.36;96.44;99.5
2;Wred;b;2020-08-16;21;166.62;80.47;65.98;2.22;1.91;1.82;82.43;95.6;99.19
2;Wred;b;2020-08-17;22;265.71;86.53;68.23;2.42;1.94;1.83;73.98;94.28;98.58
2;Wred;b;2020-08-18;23;404.57;93.17;69.6;2.61;1.97;1.84;66.38;92.95;98.22
2;Wred;b;2020-08-19;24;550.56;102.47;71.73;2.74;2.01;1.86;60.8;91.23;97.68
2;Wred;b;2020-08-20;25;692.92;112.33;72.68;2.84;2.05;1.86;56.64;89.56;97.44
2;Wred;b;2020-08-21;26;790.72;124.88;74.42;2.9;2.1;1.87;54.25;87.65;97.01
2;Wred;b;2020-08-22;27;853.61;143.12;78.72;2.93;2.16;1.9;52.86;85.18;96
2;Wred;b;2020-08-23;28;880.68;166.06;82.42;2.94;2.22;1.92;52.3;82.49;95.17
2;Wred;b;2020-08-24;29;883.92;195.2;86.55;2.95;2.29;1.94;52.23;79.56;94.28
2;Wred;b;2020-08-25;30;830.19;229.88;92.67;2.92;2.36;1.97;53.37;76.6;93.04
2;Wred;b;2020-08-26;31;845.05;289.79;97.77;2.93;2.46;1.99;53.05;72.41;92.07
2;Wred;b;2020-08-27;32;878.96;360.22;104.3;2.94;2.56;2.02;52.33;68.48;90.9
2;Wred;b;2020-08-28;33;880.39;446;110.03;2.94;2.65;2.04;52.31;64.61;89.94
2;Wred;b;2020-08-29;34;844.88;554.98;119.26;2.93;2.74;2.08;53.05;60.66;88.48
2;Wred;b;2020-08-30;35;866.19;641.47;129.51;2.94;2.81;2.11;52.6;58.03;86.99
2;Wred;b;2020-08-31;36;876.52;704.86;139.96;2.94;2.85;2.15;52.38;56.33;85.58
2;Wred;b;2020-09-01;37;;727.46;148.18;;2.86;2.17;;55.76;84.55
2;Wred;b;2020-09-02;38;;761.47;163.08;;2.88;2.21;;54.93;82.82
2;Wred;b;2020-09-03;39;725.2;794.61;175.53;2.86;2.9;2.24;55.81;54.16;81.49
2;Wred;b;2020-09-04;40;749.89;806.6;190.11;2.87;2.91;2.28;55.21;53.89;80.04
2;Wred;b;2020-09-05;41;792.91;829.34;216.18;2.9;2.92;2.33;54.2;53.39;77.72
2;Wred;b;2020-09-06;42;829.79;851.27;253.25;2.92;2.93;2.4;53.38;52.91;74.85
2;Wred;b;2020-09-07;43;842.56;860.99;293.12;2.93;2.93;2.47;53.1;52.71;72.21
2;Wred;b;2020-09-08;44;853.8;867.74;375.14;2.93;2.94;2.57;52.86;52.57;67.74
2;Wred;b;2020-09-09;45;870.34;866.14;456.82;2.94;2.94;2.66;52.51;52.6;64.18
2;Wred;b;2020-09-10;46;856.42;850.26;525.03;2.93;2.93;2.72;52.8;52.94;61.66
3;Wfull_plus;a;2021-04-16;11;98.24;82.89;112.61;1.99;1.92;2.05;91.99;95.06;89.52
3;Wfull_plus;a;2021-04-17;12;105.09;87.81;114.49;2.02;1.94;2.06;90.77;94.02;89.22
3;Wfull_plus;a;2021-04-18;13;110.8;89.23;115.22;2.04;1.95;2.06;89.81;93.73;89.1
3;Wfull_plus;a;2021-04-19;14;110.9;90.93;116.04;2.04;1.96;2.06;89.79;93.39;88.97
3;Wfull_plus;a;2021-04-20;15;106.57;89.88;116.15;2.03;1.95;2.07;90.52;93.6;88.96
3;Wfull_plus;a;2021-04-21;16;96.99;88.97;116.26;1.99;1.95;2.07;92.22;93.78;88.94
3;Wfull_plus;a;2021-04-22;17;92.34;90.85;117.02;1.97;1.96;2.07;93.11;93.4;88.82
3;Wfull_plus;a;2021-04-23;18;91.71;90.1;117.34;1.96;1.95;2.07;93.23;93.55;88.77
3;Wfull_plus;a;2021-04-24;19;88.85;89.31;118;1.95;1.95;2.07;93.81;93.71;88.67
3;Wfull_plus;a;2021-04-25;20;86.94;89.41;118.65;1.94;1.95;2.07;94.2;93.69;88.57
3;Wfull_plus;a;2021-04-26;21;89.35;89.38;116.74;1.95;1.95;2.07;93.7;93.7;88.87
3;Wfull_plus;a;2021-04-27;22;83.3;90.34;119.27;1.92;1.96;2.08;94.97;93.5;88.48
3;Wfull_plus;a;2021-04-28;23;20.87;82.36;120.39;1.32;1.92;2.08;120.02;95.18;88.31
3;Wfull_plus;a;2021-04-29;24;16.38;50.72;121.57;1.21;1.71;2.08;124.4;103.95;88.13
3;Wfull_plus;a;2021-04-30;25;29.43;38.31;121.44;1.47;1.58;2.08;113.8;109.03;88.15
3;Wfull_plus;a;2021-05-01;26;37.58;39.27;118.33;1.57;1.59;2.07;109.38;108.58;88.62
3;Wfull_plus;a;2021-05-02;27;45.55;42.44;114.74;1.66;1.63;2.06;105.9;107.18;89.18
3;Wfull_plus;a;2021-05-03;28;52;44.25;110.99;1.72;1.65;2.05;103.5;106.42;89.78
3;Wfull_plus;a;2021-05-04;29;57.68;45.89;107.49;1.76;1.66;2.03;101.62;105.76;90.36
3;Wfull_plus;a;2021-05-05;30;48.81;49.88;105.81;1.69;1.7;2.02;104.65;104.25;90.64
3;Wfull_plus;a;2021-05-06;31;49.27;50.72;104.03;1.69;1.71;2.02;104.48;103.95;90.95
3;Wfull_plus;a;2021-05-07;32;39.85;52;103.04;1.6;1.72;2.01;108.32;103.5;91.12
3;Wfull_plus;a;2021-05-08;33;51.82;51.07;101.59;1.71;1.71;2.01;103.56;103.83;91.38
3;Wfull_plus;a;2021-05-09;34;61.03;50.69;100.15;1.79;1.7;2;100.6;103.96;91.64
3;Wfull_plus;a;2021-05-10;35;77.9;54.83;99.57;1.89;1.74;2;96.19;102.54;91.74
3;Wfull_plus;a;2021-05-11;36;53.13;59.15;99.58;1.73;1.77;2;103.11;101.17;91.74
3;Wfull_plus;a;2021-05-12;37;35.41;59.89;99.86;1.55;1.78;2;110.45;100.94;91.69
3;Wfull_plus;a;2021-05-13;38;55.68;60.37;99.85;1.75;1.78;2;102.26;100.8;91.69
3;Wfull_plus;a;2021-05-14;39;84.66;65.12;100.43;1.93;1.81;2;94.68;99.43;91.59
3;Wfull_plus;a;2021-05-15;40;141.32;74.3;100.97;2.15;1.87;2;85.41;97.04;91.49
3;Wfull_plus;a;2021-05-16;41;19.2;80.83;102.8;1.28;1.91;2.01;121.53;95.52;91.17
3;Wfull_plus;a;2021-05-17;42;15.59;56.58;104.45;1.19;1.75;2.02;125.3;101.97;90.88
3;Wfull_plus;a;2021-05-18;43;22.02;37.69;103.85;1.34;1.58;2.02;119.05;109.32;90.98
3;Wfull_plus;a;2021-05-19;44;35.85;40.25;100.08;1.55;1.6;2;110.23;108.13;91.65
3;Wfull_plus;a;2021-05-20;45;56.04;47.48;96.22;1.75;1.68;1.98;102.15;105.15;92.36
3;Wfull_plus;a;2021-05-21;46;126.33;56.02;92.91;2.1;1.75;1.97;87.44;102.15;93
3;Wfull_plus;a;2021-05-22;47;257.26;75.28;91.51;2.41;1.88;1.96;74.57;96.81;93.27
3;Wfull_plus;a;2021-05-23;48;468.02;106.94;91.29;2.67;2.03;1.96;63.74;90.45;93.32
3;Wfull_plus;a;2021-05-24;49;630.61;145.67;91.96;2.8;2.16;1.96;58.34;84.86;93.18
3;Wfull_plus;a;2021-05-25;50;707.76;160.3;94.07;2.85;2.2;1.97;56.25;83.13;92.77
3;Wfull_plus;a;2021-05-26;51;60.56;172.75;96.08;1.78;2.24;1.98;100.74;81.77;92.39
3;Wfull_plus;b;2021-04-16;11;92.13;75.84;75.7;1.96;1.88;1.88;93.15;96.67;96.7
3;Wfull_plus;b;2021-04-17;12;96.87;78.05;76.35;1.99;1.89;1.88;92.24;96.15;96.55
3;Wfull_plus;b;2021-04-18;13;101.5;78.99;76.68;2.01;1.9;1.88;91.4;95.93;96.47
3;Wfull_plus;b;2021-04-19;14;103.64;80.25;77.45;2.02;1.9;1.89;91.02;95.65;96.29
3;Wfull_plus;b;2021-04-20;15;100.81;80.1;78.11;2;1.9;1.89;91.52;95.68;96.14
3;Wfull_plus;b;2021-04-21;16;95.76;79.39;78.05;1.98;1.9;1.89;92.45;95.84;96.15
3;Wfull_plus;b;2021-04-22;17;90.73;80.12;78.92;1.96;1.9;1.9;93.43;95.68;95.95
3;Wfull_plus;b;2021-04-23;18;89.2;79.57;78.98;1.95;1.9;1.9;93.73;95.8;95.94
3;Wfull_plus;b;2021-04-24;19;89.09;79.11;79.09;1.95;1.9;1.9;93.76;95.91;95.91
3;Wfull_plus;b;2021-04-25;20;86.17;79.47;79.51;1.94;1.9;1.9;94.36;95.82;95.82
3;Wfull_plus;b;2021-04-26;21;88.46;79.48;79.88;1.95;1.9;1.9;93.89;95.82;95.73
3;Wfull_plus;b;2021-04-27;22;87.56;80.22;80.59;1.94;1.9;1.91;94.07;95.65;95.57
3;Wfull_plus;b;2021-04-28;23;20.43;76.59;81.34;1.31;1.88;1.91;120.41;96.49;95.4
3;Wfull_plus;b;2021-04-29;24;15.52;38.19;81.22;1.19;1.58;1.91;125.38;109.09;95.43
3;Wfull_plus;b;2021-04-30;25;27.19;25.1;77.4;1.43;1.4;1.89;115.23;116.68;96.3
3;Wfull_plus;b;2021-05-01;26;34.86;31.25;70.71;1.54;1.49;1.85;110.74;112.71;97.94
3;Wfull_plus;b;2021-05-02;27;41.85;36.01;66.27;1.62;1.56;1.82;107.43;110.15;99.11
3;Wfull_plus;b;2021-05-03;28;46.78;38.4;63.53;1.67;1.58;1.8;105.41;108.99;99.88
3;Wfull_plus;b;2021-05-04;29;52.11;40.64;61.96;1.72;1.61;1.79;103.46;107.96;100.33
3;Wfull_plus;b;2021-05-05;30;50.8;44.2;61.59;1.71;1.65;1.79;103.92;106.44;100.44
3;Wfull_plus;b;2021-05-06;31;49.9;46.1;61.1;1.7;1.66;1.79;104.25;105.68;100.58
3;Wfull_plus;b;2021-05-07;32;43.56;47.98;61.31;1.64;1.68;1.79;106.7;104.96;100.52
3;Wfull_plus;b;2021-05-08;33;51.55;48.94;61.59;1.71;1.69;1.79;103.66;104.6;100.44
3;Wfull_plus;b;2021-05-09;34;63.06;50.23;61.93;1.8;1.7;1.79;100.01;104.13;100.34
3;Wfull_plus;b;2021-05-10;35;85.88;53.67;62.19;1.93;1.73;1.79;94.42;102.93;100.26
3;Wfull_plus;b;2021-05-11;36;74.21;58.05;62.47;1.87;1.76;1.8;97.06;101.51;100.18
3;Wfull_plus;b;2021-05-12;37;45.05;60.43;63.4;1.65;1.78;1.8;106.1;100.78;99.91
3;Wfull_plus;b;2021-05-13;38;65.01;63.78;64.27;1.81;1.8;1.81;99.46;99.8;99.67
3;Wfull_plus;b;2021-05-14;39;103.94;69.76;65.43;2.02;1.84;1.82;90.97;98.18;99.34
3;Wfull_plus;b;2021-05-15;40;163.15;78.23;66.6;2.21;1.89;1.82;82.81;96.11;99.02
3;Wfull_plus;b;2021-05-16;41;20.67;82.68;67.68;1.32;1.92;1.83;120.19;95.11;98.73
3;Wfull_plus;b;2021-05-17;42;14.17;47.17;68.93;1.15;1.67;1.84;127.03;105.26;98.4
3;Wfull_plus;b;2021-05-18;43;20.4;21.14;68.76;1.31;1.33;1.84;120.43;119.79;98.44
3;Wfull_plus;b;2021-05-19;44;32.83;30.69;65.06;1.52;1.49;1.81;111.82;113.04;99.45
3;Wfull_plus;b;2021-05-20;45;47.27;40.16;61.79;1.67;1.6;1.79;105.23;108.18;100.38
3;Wfull_plus;b;2021-05-21;46;82.49;50.94;60.22;1.92;1.71;1.78;95.15;103.87;100.84
3;Wfull_plus;b;2021-05-22;47;150.21;65.16;61.11;2.18;1.81;1.79;84.3;99.42;100.58
3;Wfull_plus;b;2021-05-23;48;263.09;83.81;62.79;2.42;1.92;1.8;74.16;94.86;100.09
3;Wfull_plus;b;2021-05-24;49;398.48;105.45;64.94;2.6;2.02;1.81;66.65;90.71;99.48
3;Wfull_plus;b;2021-05-25;50;484.58;119.22;67.49;2.69;2.08;1.83;63.11;88.49;98.78
3;Wfull_plus;b;2021-05-26;51;14;81.8;69.52;1.15;1.91;1.84;127.24;95.3;98.25
3;Wfull_plus;c;2021-04-16;11;98.09;83.9;80.28;1.99;1.92;1.9;92.02;94.84;95.64
3;Wfull_plus;c;2021-04-17;12;102.01;85.65;81.02;2.01;1.93;1.91;91.31;94.47;95.48
3;Wfull_plus;c;2021-04-18;13;105.6;86.67;81.2;2.02;1.94;1.91;90.68;94.26;95.44
3;Wfull_plus;c;2021-04-19;14;107.57;88.04;81.71;2.03;1.94;1.91;90.35;93.97;95.32
3;Wfull_plus;c;2021-04-20;15;105.08;87.05;81.93;2.02;1.94;1.91;90.77;94.18;95.27
3;Wfull_plus;c;2021-04-21;16;99.2;86.03;81.89;2;1.93;1.91;91.81;94.39;95.28
3;Wfull_plus;c;2021-04-22;17;94.6;86.93;81.99;1.98;1.94;1.91;92.67;94.2;95.26
3;Wfull_plus;c;2021-04-23;18;92.91;72.17;82.29;1.97;1.86;1.92;93;97.57;95.19
3;Wfull_plus;c;2021-04-24;19;91.74;81.85;82.43;1.96;1.91;1.92;93.23;95.29;95.16
3;Wfull_plus;c;2021-04-25;20;90.17;82.47;82.62;1.96;1.92;1.92;93.54;95.15;95.12
3;Wfull_plus;c;2021-04-26;21;92.11;82.36;82.92;1.96;1.92;1.92;93.15;95.18;95.06
3;Wfull_plus;c;2021-04-27;22;89.87;83.1;83.51;1.95;1.92;1.92;93.6;95.02;94.93
3;Wfull_plus;c;2021-04-28;23;22.21;73.58;83.87;1.35;1.87;1.92;118.89;97.22;94.85
3;Wfull_plus;c;2021-04-29;24;16.78;35.5;83.76;1.22;1.55;1.92;123.97;110.41;94.87
3;Wfull_plus;c;2021-04-30;25;28.81;24.86;80.19;1.46;1.4;1.9;114.19;116.85;95.66
3;Wfull_plus;c;2021-05-01;26;36.85;29.79;73.72;1.57;1.47;1.87;109.73;113.58;97.18
3;Wfull_plus;c;2021-05-02;27;43.53;35.11;69.61;1.64;1.55;1.84;106.72;110.61;98.22
3;Wfull_plus;c;2021-05-03;28;50.09;38.71;67.16;1.7;1.59;1.83;104.18;108.84;98.87
3;Wfull_plus;c;2021-05-04;29;56.34;42.36;65.91;1.75;1.63;1.82;102.05;107.21;99.21
3;Wfull_plus;c;2021-05-05;30;54.01;46.45;65.57;1.73;1.67;1.82;102.81;105.54;99.3
3;Wfull_plus;c;2021-05-06;31;53.41;48.2;65.71;1.73;1.68;1.82;103.02;104.87;99.27
3;Wfull_plus;c;2021-05-07;32;45.66;49.35;65.89;1.66;1.69;1.82;105.85;104.45;99.22
3;Wfull_plus;c;2021-05-08;33;53.83;48.76;66.18;1.73;1.69;1.82;102.87;104.66;99.14
3;Wfull_plus;c;2021-05-09;34;66.11;50.07;65.98;1.82;1.7;1.82;99.16;104.18;99.19
3;Wfull_plus;c;2021-05-10;35;90.57;55.62;65.74;1.96;1.75;1.82;93.46;102.28;99.26
3;Wfull_plus;c;2021-05-11;36;77.84;61.72;65.72;1.89;1.79;1.82;96.2;100.4;99.26
3;Wfull_plus;c;2021-05-12;37;48.99;62.81;66.55;1.69;1.8;1.82;104.58;100.08;99.04
3;Wfull_plus;c;2021-05-13;38;70.3;63.53;67.42;1.85;1.8;1.83;98.04;99.88;98.8
3;Wfull_plus;c;2021-05-14;39;112.34;71.54;68.5;2.05;1.85;1.84;89.56;97.73;98.51
3;Wfull_plus;c;2021-05-15;40;168.91;82.82;69.47;2.23;1.92;1.84;82.18;95.08;98.26
3;Wfull_plus;c;2021-05-16;41;27.62;89.1;70.94;1.44;1.95;1.85;114.95;93.76;97.88
3;Wfull_plus;c;2021-05-17;42;18.26;52.93;72.48;1.26;1.72;1.86;122.44;103.18;97.49
3;Wfull_plus;c;2021-05-18;43;23.59;26.04;72.31;1.37;1.42;1.86;117.8;116.01;97.53
3;Wfull_plus;c;2021-05-19;44;36.21;31.91;69.27;1.56;1.5;1.84;110.05;112.34;98.31
3;Wfull_plus;c;2021-05-20;45;52.11;42.98;66.48;1.72;1.63;1.82;103.46;106.95;99.05
3;Wfull_plus;c;2021-05-21;46;88.98;56.44;64.74;1.95;1.75;1.81;93.78;102.02;99.53
3;Wfull_plus;c;2021-05-22;47;146.44;75.96;65.13;2.17;1.88;1.81;84.76;96.64;99.43
3;Wfull_plus;c;2021-05-23;48;238.76;101.6;66.55;2.38;2.01;1.82;75.92;91.38;99.04
3;Wfull_plus;c;2021-05-24;49;347.92;127.92;68.36;2.54;2.11;1.83;69.11;87.21;98.55
3;Wfull_plus;c;2021-05-25;50;411.52;147.59;70.99;2.61;2.17;1.85;66.07;84.62;97.87
3;Wfull_plus;c;2021-05-26;51;13.46;126.99;72.82;1.13;2.1;1.86;127.96;87.34;97.41
3;Wfull_plus;d;2021-04-16;11;75.25;58.19;74.31;1.88;1.76;1.87;96.81;101.46;97.04
3;Wfull_plus;d;2021-04-17;12;79.3;61.65;74.98;1.9;1.79;1.87;95.86;100.42;96.88
3;Wfull_plus;d;2021-04-18;13;83.14;63.52;75.41;1.92;1.8;1.88;95.01;99.88;96.77
3;Wfull_plus;d;2021-04-19;14;83.03;64.98;76.01;1.92;1.81;1.88;95.03;99.47;96.63
3;Wfull_plus;d;2021-04-20;15;80.4;64.24;76.49;1.91;1.81;1.88;95.61;99.67;96.52
3;Wfull_plus;d;2021-04-21;16;73.48;63.77;76.28;1.87;1.8;1.88;97.24;99.81;96.57
3;Wfull_plus;d;2021-04-22;17;70.34;64.62;76.69;1.85;1.81;1.88;98.03;99.57;96.47
3;Wfull_plus;d;2021-04-23;18;70.47;64.58;77.11;1.85;1.81;1.89;98;99.58;96.37
3;Wfull_plus;d;2021-04-24;19;68.69;64.31;77.59;1.84;1.81;1.89;98.46;99.66;96.26
3;Wfull_plus;d;2021-04-25;20;67.87;64.54;77.8;1.83;1.81;1.89;98.68;99.59;96.21
3;Wfull_plus;d;2021-04-26;21;70.33;64.47;77.74;1.85;1.81;1.89;98.04;99.61;96.22
3;Wfull_plus;d;2021-04-27;22;68.03;64.78;78.17;1.83;1.81;1.89;98.64;99.52;96.12
3;Wfull_plus;d;2021-04-28;23;15.54;63.04;78.91;1.19;1.8;1.9;125.36;100.02;95.95
3;Wfull_plus;d;2021-04-29;24;11.76;36.84;79.6;1.07;1.57;1.9;130.4;109.74;95.8
3;Wfull_plus;d;2021-04-30;25;22.71;18.11;79.19;1.36;1.26;1.9;118.49;122.59;95.89
3;Wfull_plus;d;2021-05-01;26;29.7;20.85;76.97;1.47;1.32;1.89;113.64;120.04;96.4
3;Wfull_plus;d;2021-05-02;27;35.21;23.11;74.65;1.55;1.36;1.87;110.56;118.18;96.96
3;Wfull_plus;d;2021-05-03;28;39.15;26.85;72.13;1.59;1.43;1.86;108.64;115.46;97.58
3;Wfull_plus;d;2021-05-04;29;43.68;30.01;70.09;1.64;1.48;1.85;106.65;113.45;98.1
3;Wfull_plus;d;2021-05-05;30;43.34;33.33;69.35;1.64;1.52;1.84;106.8;111.55;98.29
3;Wfull_plus;d;2021-05-06;31;43.06;35.61;68.9;1.63;1.55;1.84;106.91;110.35;98.41
3;Wfull_plus;d;2021-05-07;32;37.14;37.8;69.21;1.57;1.58;1.84;109.59;109.27;98.33
3;Wfull_plus;d;2021-05-08;33;45.27;38.89;68.89;1.66;1.59;1.84;106.01;108.76;98.41
3;Wfull_plus;d;2021-05-09;34;60.05;39.86;68.3;1.78;1.6;1.83;100.9;108.31;98.57
3;Wfull_plus;d;2021-05-10;35;92.2;42.57;68.18;1.96;1.63;1.83;93.14;107.12;98.6
3;Wfull_plus;d;2021-05-11;36;68.1;45.89;68.35;1.83;1.66;1.83;98.62;105.76;98.55
3;Wfull_plus;d;2021-05-12;37;39.27;49;69.2;1.59;1.69;1.84;108.58;104.58;98.33
3;Wfull_plus;d;2021-05-13;38;63.72;52.37;68.93;1.8;1.72;1.84;99.82;103.37;98.4
3;Wfull_plus;d;2021-05-14;39;107.93;57.89;69.69;2.03;1.76;1.84;90.29;101.56;98.2
3;Wfull_plus;d;2021-05-15;40;167.32;67.24;70.61;2.22;1.83;1.85;82.35;98.85;97.96
3;Wfull_plus;d;2021-05-16;41;15.54;74.64;71.89;1.19;1.87;1.86;125.36;96.96;97.64
3;Wfull_plus;d;2021-05-17;42;12.21;55.9;73.71;1.09;1.75;1.87;129.72;102.19;97.19
3;Wfull_plus;d;2021-05-18;43;17.21;23.37;74.42;1.24;1.37;1.87;123.51;117.97;97.01
3;Wfull_plus;d;2021-05-19;44;28.37;28.18;74.19;1.45;1.45;1.87;114.46;114.59;97.07
3;Wfull_plus;d;2021-05-20;45;42.09;39.27;73.37;1.62;1.59;1.87;107.33;108.58;97.27
3;Wfull_plus;d;2021-05-21;46;77.91;52.08;72.6;1.89;1.72;1.86;96.18;103.47;97.46
3;Wfull_plus;d;2021-05-22;47;144.78;70.98;73.55;2.16;1.85;1.87;84.97;97.87;97.23
3;Wfull_plus;d;2021-05-23;48;272.62;99.98;74.99;2.44;2;1.88;73.52;91.67;96.87
3;Wfull_plus;d;2021-05-24;49;432.86;134.42;77.25;2.64;2.13;1.89;65.15;86.31;96.34
3;Wfull_plus;d;2021-05-25;50;498.57;159.09;79.42;2.7;2.2;1.9;62.59;83.26;95.84
